instant,dteday,season,year,month,hour,holiday,day,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,count,activity_cluster
9815,2012-02-18,Spring,2012,Feb,21,0,Sat,Weekend,Clear,0.44,0.4394,0.33,0.2985,25,89,114,Medium Activity
9816,2012-02-18,Spring,2012,Feb,22,0,Sat,Weekend,Clear,0.4,0.4091,0.4,0.4478,17,101,118,Medium Activity
9817,2012-02-18,Spring,2012,Feb,23,0,Sat,Weekend,Misty,0.36,0.3333,0.4,0.3881,12,62,74,Medium Activity
9818,2012-02-19,Spring,2012,Feb,0,0,Sun,Weekend,Misty,0.34,0.303,0.39,0.3582,9,65,74,Medium Activity
9819,2012-02-19,Spring,2012,Feb,1,0,Sun,Weekend,Misty,0.32,0.303,0.39,0.2537,10,62,72,Medium Activity
9820,2012-02-19,Spring,2012,Feb,2,0,Sun,Weekend,Misty,0.3,0.2879,0.36,0.2836,3,45,48,Medium Activity
9821,2012-02-19,Spring,2012,Feb,3,0,Sun,Weekend,Misty,0.3,0.2879,0.36,0.2239,3,12,15,Low Activity
9822,2012-02-19,Spring,2012,Feb,4,0,Sun,Weekend,Misty,0.28,0.2576,0.41,0.3881,0,3,3,Low Activity
9823,2012-02-19,Spring,2012,Feb,5,0,Sun,Weekend,Misty,0.26,0.2273,0.48,0.2985,1,1,2,Low Activity
9824,2012-02-19,Spring,2012,Feb,6,0,Sun,Weekend,Clear,0.24,0.2121,0.52,0.3284,0,5,5,Low Activity
9825,2012-02-19,Spring,2012,Feb,7,0,Sun,Weekend,Misty,0.24,0.2121,0.52,0.2836,2,12,14,Low Activity
9826,2012-02-19,Spring,2012,Feb,8,0,Sun,Weekend,Misty,0.24,0.2273,0.56,0.194,8,48,56,Medium Activity
9827,2012-02-19,Spring,2012,Feb,9,0,Sun,Weekend,Misty,0.24,0.2273,0.56,0.2537,20,73,93,Medium Activity
9828,2012-02-19,Spring,2012,Feb,10,0,Sun,Weekend,Misty,0.26,0.2424,0.52,0.2537,49,142,191,Medium Activity
9829,2012-02-19,Spring,2012,Feb,11,0,Sun,Weekend,Misty,0.26,0.2273,0.56,0.3284,82,144,226,Medium Activity
9830,2012-02-19,Spring,2012,Feb,12,0,Sun,Weekend,Misty,0.28,0.2727,0.52,0.2537,71,184,255,Medium Activity
9831,2012-02-19,Spring,2012,Feb,13,0,Sun,Weekend,Clear,0.3,0.303,0.49,0.1642,64,197,261,Medium Activity
9832,2012-02-19,Spring,2012,Feb,14,0,Sun,Weekend,Misty,0.32,0.3182,0.45,0.194,48,189,237,Medium Activity
9833,2012-02-19,Spring,2012,Feb,15,0,Sun,Weekend,Misty,0.3,0.2879,0.49,0.194,85,168,253,Medium Activity
9834,2012-02-19,Spring,2012,Feb,16,0,Sun,Weekend,Misty,0.32,0.303,0.45,0.2836,62,150,212,Medium Activity
9835,2012-02-19,Spring,2012,Feb,17,0,Sun,Weekend,Misty,0.3,0.2879,0.49,0.2537,22,135,157,Medium Activity
9836,2012-02-19,Spring,2012,Feb,18,0,Sun,Weekend,Misty,0.3,0.2727,0.49,0.3284,23,144,167,Medium Activity
9837,2012-02-19,Spring,2012,Feb,19,0,Sun,Weekend,Misty,0.3,0.2879,0.52,0.2537,18,101,119,Medium Activity
9838,2012-02-19,Spring,2012,Feb,20,0,Sun,Weekend,Misty,0.3,0.2879,0.52,0.2836,22,81,103,Medium Activity
9839,2012-02-19,Spring,2012,Feb,21,0,Sun,Weekend,Light_rain,0.26,0.2576,0.65,0.1642,3,33,36,Low Activity
9840,2012-02-19,Spring,2012,Feb,22,0,Sun,Weekend,Light_rain,0.24,0.2576,0.75,0.0896,8,47,55,Medium Activity
9841,2012-02-19,Spring,2012,Feb,23,0,Sun,Weekend,Misty,0.22,0.2273,0.93,0.1642,5,30,35,Low Activity
9842,2012-02-20,Spring,2012,Feb,0,1,Mon,Weekend,Misty,0.24,0.2576,0.87,0.0896,5,36,41,Medium Activity
9843,2012-02-20,Spring,2012,Feb,1,1,Mon,Weekend,Misty,0.24,0.2576,0.87,0.0896,3,12,15,Low Activity
9844,2012-02-20,Spring,2012,Feb,2,1,Mon,Weekend,Misty,0.24,0.2576,0.87,0.0896,1,19,20,Low Activity
9845,2012-02-20,Spring,2012,Feb,3,1,Mon,Weekend,Misty,0.24,0.2273,0.81,0.194,0,8,8,Low Activity
9846,2012-02-20,Spring,2012,Feb,5,1,Mon,Weekend,Misty,0.24,0.2121,0.6,0.3582,0,6,6,Low Activity
9847,2012-02-20,Spring,2012,Feb,6,1,Mon,Weekend,Clear,0.24,0.197,0.52,0.4179,1,9,10,Low Activity
9848,2012-02-20,Spring,2012,Feb,7,1,Mon,Weekend,Misty,0.22,0.197,0.55,0.3284,2,42,44,Medium Activity
9849,2012-02-20,Spring,2012,Feb,8,1,Mon,Weekend,Clear,0.2,0.1818,0.59,0.3582,9,111,120,Medium Activity
9850,2012-02-20,Spring,2012,Feb,9,1,Mon,Weekend,Clear,0.2,0.1818,0.59,0.3582,12,98,110,Medium Activity
9851,2012-02-20,Spring,2012,Feb,10,1,Mon,Weekend,Clear,0.22,0.197,0.55,0.4478,30,113,143,Medium Activity
9852,2012-02-20,Spring,2012,Feb,11,1,Mon,Weekend,Clear,0.26,0.2273,0.48,0.3582,45,163,208,Medium Activity
9853,2012-02-20,Spring,2012,Feb,12,1,Mon,Weekend,Clear,0.28,0.2727,0.45,0.2239,65,216,281,Medium Activity
9854,2012-02-20,Spring,2012,Feb,13,1,Mon,Weekend,Clear,0.3,0.2879,0.42,0.2836,66,246,312,High Activity
9855,2012-02-20,Spring,2012,Feb,14,1,Mon,Weekend,Clear,0.32,0.3182,0.36,0.194,57,206,263,Medium Activity
9856,2012-02-20,Spring,2012,Feb,15,1,Mon,Weekend,Clear,0.34,0.3182,0.34,0.2239,54,235,289,High Activity
9857,2012-02-20,Spring,2012,Feb,16,1,Mon,Weekend,Clear,0.36,0.3788,0.29,0.1045,64,216,280,Medium Activity
9858,2012-02-20,Spring,2012,Feb,17,1,Mon,Weekend,Clear,0.38,0.3939,0.27,0.2537,27,226,253,Medium Activity
9859,2012-02-20,Spring,2012,Feb,18,1,Mon,Weekend,Clear,0.34,0.3182,0.34,0.2239,27,215,242,Medium Activity
9860,2012-02-20,Spring,2012,Feb,19,1,Mon,Weekend,Clear,0.34,0.3182,0.34,0.2239,8,164,172,Medium Activity
9861,2012-02-20,Spring,2012,Feb,20,1,Mon,Weekend,Clear,0.34,0.3333,0.34,0.194,9,117,126,Medium Activity
9862,2012-02-20,Spring,2012,Feb,21,1,Mon,Weekend,Clear,0.3,0.303,0.39,0.1642,8,90,98,Medium Activity
9863,2012-02-20,Spring,2012,Feb,22,1,Mon,Weekend,Clear,0.3,0.3182,0.45,0.0896,9,53,62,Medium Activity
9864,2012-02-20,Spring,2012,Feb,23,1,Mon,Weekend,Clear,0.3,0.3333,0.39,0.0,0,26,26,Low Activity
9865,2012-02-21,Spring,2012,Feb,0,0,Tue,Weekday,Clear,0.26,0.303,0.65,0.0,1,11,12,Low Activity
9866,2012-02-21,Spring,2012,Feb,1,0,Tue,Weekday,Clear,0.26,0.303,0.56,0.0,0,7,7,Low Activity
9867,2012-02-21,Spring,2012,Feb,2,0,Tue,Weekday,Clear,0.24,0.2879,0.6,0.0,0,3,3,Low Activity
9868,2012-02-21,Spring,2012,Feb,4,0,Tue,Weekday,Clear,0.22,0.2727,0.64,0.0,0,2,2,Low Activity
9869,2012-02-21,Spring,2012,Feb,5,0,Tue,Weekday,Clear,0.2,0.2576,0.69,0.0,0,15,15,Low Activity
9870,2012-02-21,Spring,2012,Feb,6,0,Tue,Weekday,Clear,0.2,0.2576,0.75,0.0,3,83,86,Medium Activity
9871,2012-02-21,Spring,2012,Feb,7,0,Tue,Weekday,Clear,0.22,0.2727,0.64,0.0,6,273,279,Medium Activity
9872,2012-02-21,Spring,2012,Feb,8,0,Tue,Weekday,Clear,0.2,0.2273,0.69,0.0896,5,459,464,High Activity
9873,2012-02-21,Spring,2012,Feb,9,0,Tue,Weekday,Clear,0.2,0.2273,0.75,0.1045,6,211,217,Medium Activity
9874,2012-02-21,Spring,2012,Feb,10,0,Tue,Weekday,Clear,0.24,0.2273,0.7,0.194,8,77,85,Medium Activity
9875,2012-02-21,Spring,2012,Feb,11,0,Tue,Weekday,Misty,0.26,0.2424,0.7,0.2836,5,81,86,Medium Activity
9876,2012-02-21,Spring,2012,Feb,12,0,Tue,Weekday,Misty,0.3,0.2727,0.56,0.3881,16,147,163,Medium Activity
9877,2012-02-21,Spring,2012,Feb,13,0,Tue,Weekday,Clear,0.34,0.303,0.49,0.4179,8,123,131,Medium Activity
9878,2012-02-21,Spring,2012,Feb,14,0,Tue,Weekday,Misty,0.32,0.2879,0.53,0.3881,16,108,124,Medium Activity
9879,2012-02-21,Spring,2012,Feb,15,0,Tue,Weekday,Clear,0.34,0.303,0.49,0.4179,23,137,160,Medium Activity
9880,2012-02-21,Spring,2012,Feb,16,0,Tue,Weekday,Clear,0.36,0.3333,0.46,0.4179,14,240,254,Medium Activity
9881,2012-02-21,Spring,2012,Feb,17,0,Tue,Weekday,Clear,0.38,0.3939,0.4,0.4478,21,411,432,High Activity
9882,2012-02-21,Spring,2012,Feb,18,0,Tue,Weekday,Clear,0.38,0.3939,0.4,0.4478,11,414,425,High Activity
9883,2012-02-21,Spring,2012,Feb,19,0,Tue,Weekday,Clear,0.36,0.3333,0.46,0.2985,5,299,304,High Activity
9884,2012-02-21,Spring,2012,Feb,20,0,Tue,Weekday,Clear,0.34,0.3182,0.53,0.2537,4,223,227,Medium Activity
9885,2012-02-21,Spring,2012,Feb,21,0,Tue,Weekday,Clear,0.34,0.3333,0.61,0.1642,7,147,154,Medium Activity
9886,2012-02-21,Spring,2012,Feb,22,0,Tue,Weekday,Misty,0.34,0.3333,0.71,0.194,3,97,100,Medium Activity
9887,2012-02-21,Spring,2012,Feb,23,0,Tue,Weekday,Clear,0.32,0.303,0.66,0.2239,1,46,47,Medium Activity
9888,2012-02-22,Spring,2012,Feb,0,0,Wed,Weekday,Clear,0.32,0.303,0.66,0.2239,5,19,24,Low Activity
9889,2012-02-22,Spring,2012,Feb,1,0,Wed,Weekday,Clear,0.32,0.3333,0.7,0.1343,3,4,7,Low Activity
9890,2012-02-22,Spring,2012,Feb,2,0,Wed,Weekday,Clear,0.34,0.3182,0.66,0.2836,1,5,6,Low Activity
9891,2012-02-22,Spring,2012,Feb,3,0,Wed,Weekday,Misty,0.34,0.3182,0.71,0.2239,1,3,4,Low Activity
9892,2012-02-22,Spring,2012,Feb,4,0,Wed,Weekday,Clear,0.34,0.3333,0.71,0.1642,0,2,2,Low Activity
9893,2012-02-22,Spring,2012,Feb,5,0,Wed,Weekday,Clear,0.32,0.3333,0.7,0.1045,1,29,30,Low Activity
9894,2012-02-22,Spring,2012,Feb,6,0,Wed,Weekday,Clear,0.32,0.3182,0.76,0.1642,5,85,90,Medium Activity
9895,2012-02-22,Spring,2012,Feb,7,0,Wed,Weekday,Clear,0.32,0.3333,0.76,0.0896,10,292,302,High Activity
9896,2012-02-22,Spring,2012,Feb,8,0,Wed,Weekday,Clear,0.3,0.3182,0.75,0.0896,9,567,576,High Activity
9897,2012-02-22,Spring,2012,Feb,9,0,Wed,Weekday,Clear,0.32,0.3333,0.7,0.0896,11,241,252,Medium Activity
9898,2012-02-22,Spring,2012,Feb,10,0,Wed,Weekday,Clear,0.34,0.3485,0.71,0.0896,17,122,139,Medium Activity
9899,2012-02-22,Spring,2012,Feb,11,0,Wed,Weekday,Clear,0.36,0.3485,0.66,0.1642,22,149,171,Medium Activity
9900,2012-02-22,Spring,2012,Feb,12,0,Wed,Weekday,Clear,0.4,0.4091,0.62,0.2836,21,186,207,Medium Activity
9901,2012-02-22,Spring,2012,Feb,13,0,Wed,Weekday,Clear,0.42,0.4242,0.54,0.2985,15,175,190,Medium Activity
9902,2012-02-22,Spring,2012,Feb,14,0,Wed,Weekday,Clear,0.44,0.4394,0.54,0.3284,35,142,177,Medium Activity
9903,2012-02-22,Spring,2012,Feb,15,0,Wed,Weekday,Clear,0.5,0.4848,0.31,0.4179,34,161,195,Medium Activity
9904,2012-02-22,Spring,2012,Feb,16,0,Wed,Weekday,Clear,0.52,0.5,0.29,0.4627,30,268,298,High Activity
9905,2012-02-22,Spring,2012,Feb,17,0,Wed,Weekday,Clear,0.52,0.5,0.32,0.3881,43,486,529,High Activity
9906,2012-02-22,Spring,2012,Feb,18,0,Wed,Weekday,Misty,0.48,0.4697,0.41,0.3284,42,483,525,High Activity
9907,2012-02-22,Spring,2012,Feb,19,0,Wed,Weekday,Misty,0.46,0.4545,0.44,0.2836,22,305,327,High Activity
9908,2012-02-22,Spring,2012,Feb,20,0,Wed,Weekday,Misty,0.44,0.4394,0.47,0.194,25,249,274,Medium Activity
9909,2012-02-22,Spring,2012,Feb,21,0,Wed,Weekday,Misty,0.48,0.4697,0.33,0.2836,19,220,239,Medium Activity
9910,2012-02-22,Spring,2012,Feb,22,0,Wed,Weekday,Misty,0.44,0.4394,0.47,0.2537,18,129,147,Medium Activity
9911,2012-02-22,Spring,2012,Feb,23,0,Wed,Weekday,Misty,0.46,0.4545,0.41,0.2836,5,57,62,Medium Activity
9912,2012-02-23,Spring,2012,Feb,0,0,Thu,Weekday,Misty,0.44,0.4394,0.47,0.2537,12,30,42,Medium Activity
9913,2012-02-23,Spring,2012,Feb,1,0,Thu,Weekday,Misty,0.44,0.4394,0.58,0.2836,3,12,15,Low Activity
9914,2012-02-23,Spring,2012,Feb,2,0,Thu,Weekday,Misty,0.44,0.4394,0.62,0.2239,5,4,9,Low Activity
9915,2012-02-23,Spring,2012,Feb,3,0,Thu,Weekday,Light_rain,0.44,0.4394,0.67,0.194,2,4,6,Low Activity
9916,2012-02-23,Spring,2012,Feb,4,0,Thu,Weekday,Clear,0.4,0.4091,0.76,0.2239,0,1,1,Low Activity
9917,2012-02-23,Spring,2012,Feb,5,0,Thu,Weekday,Clear,0.4,0.4091,0.76,0.2239,2,30,32,Low Activity
9918,2012-02-23,Spring,2012,Feb,6,0,Thu,Weekday,Clear,0.36,0.3485,0.87,0.194,3,88,91,Medium Activity
9919,2012-02-23,Spring,2012,Feb,7,0,Thu,Weekday,Clear,0.36,0.3485,0.81,0.2239,9,317,326,High Activity
9920,2012-02-23,Spring,2012,Feb,8,0,Thu,Weekday,Clear,0.34,0.3333,0.87,0.194,11,549,560,High Activity
9921,2012-02-23,Spring,2012,Feb,9,0,Thu,Weekday,Clear,0.36,0.3333,0.81,0.2537,14,228,242,Medium Activity
9922,2012-02-23,Spring,2012,Feb,10,0,Thu,Weekday,Clear,0.42,0.4242,0.67,0.194,41,107,148,Medium Activity
9923,2012-02-23,Spring,2012,Feb,11,0,Thu,Weekday,Clear,0.48,0.4697,0.48,0.2836,54,128,182,Medium Activity
9924,2012-02-23,Spring,2012,Feb,12,0,Thu,Weekday,Clear,0.5,0.4848,0.42,0.2537,25,199,224,Medium Activity
9925,2012-02-23,Spring,2012,Feb,13,0,Thu,Weekday,Clear,0.52,0.5,0.39,0.194,30,188,218,Medium Activity
9926,2012-02-23,Spring,2012,Feb,14,0,Thu,Weekday,Clear,0.54,0.5152,0.37,0.2537,36,156,192,Medium Activity
9927,2012-02-23,Spring,2012,Feb,15,0,Thu,Weekday,Clear,0.54,0.5152,0.33,0.1343,46,171,217,Medium Activity
9928,2012-02-23,Spring,2012,Feb,16,0,Thu,Weekday,Clear,0.56,0.5303,0.32,0.0,45,298,343,High Activity
9929,2012-02-23,Spring,2012,Feb,17,0,Thu,Weekday,Clear,0.54,0.5152,0.32,0.1642,49,561,610,High Activity
9930,2012-02-23,Spring,2012,Feb,18,0,Thu,Weekday,Clear,0.54,0.5152,0.37,0.1343,36,486,522,High Activity
9931,2012-02-23,Spring,2012,Feb,19,0,Thu,Weekday,Clear,0.5,0.4848,0.39,0.0896,20,349,369,High Activity
9932,2012-02-23,Spring,2012,Feb,20,0,Thu,Weekday,Clear,0.46,0.4545,0.44,0.1343,23,246,269,Medium Activity
9933,2012-02-23,Spring,2012,Feb,21,0,Thu,Weekday,Clear,0.44,0.4394,0.51,0.2239,17,205,222,Medium Activity
9934,2012-02-23,Spring,2012,Feb,22,0,Thu,Weekday,Clear,0.44,0.4394,0.54,0.2537,19,118,137,Medium Activity
9935,2012-02-23,Spring,2012,Feb,23,0,Thu,Weekday,Clear,0.44,0.4394,0.54,0.0,14,71,85,Medium Activity
9936,2012-02-24,Spring,2012,Feb,0,0,Fri,Weekday,Misty,0.44,0.4394,0.58,0.0896,12,34,46,Medium Activity
9937,2012-02-24,Spring,2012,Feb,1,0,Fri,Weekday,Clear,0.44,0.4394,0.62,0.194,3,15,18,Low Activity
9938,2012-02-24,Spring,2012,Feb,2,0,Fri,Weekday,Light_rain,0.42,0.4242,0.77,0.2836,1,4,5,Low Activity
9939,2012-02-24,Spring,2012,Feb,3,0,Fri,Weekday,Clear,0.42,0.4242,0.82,0.1343,0,5,5,Low Activity
9940,2012-02-24,Spring,2012,Feb,4,0,Fri,Weekday,Clear,0.4,0.4091,0.87,0.1343,0,2,2,Low Activity
9941,2012-02-24,Spring,2012,Feb,5,0,Fri,Weekday,Misty,0.4,0.4091,0.87,0.194,1,25,26,Low Activity
9942,2012-02-24,Spring,2012,Feb,6,0,Fri,Weekday,Misty,0.4,0.4091,0.87,0.1642,2,80,82,Medium Activity
9943,2012-02-24,Spring,2012,Feb,7,0,Fri,Weekday,Misty,0.4,0.4091,0.76,0.2239,7,265,272,Medium Activity
9944,2012-02-24,Spring,2012,Feb,8,0,Fri,Weekday,Misty,0.38,0.3939,0.76,0.3284,17,452,469,High Activity
9945,2012-02-24,Spring,2012,Feb,9,0,Fri,Weekday,Light_rain,0.36,0.3333,0.81,0.2537,15,229,244,Medium Activity
9946,2012-02-24,Spring,2012,Feb,10,0,Fri,Weekday,Light_rain,0.36,0.3485,0.81,0.1642,22,119,141,Medium Activity
9947,2012-02-24,Spring,2012,Feb,11,0,Fri,Weekday,Misty,0.36,0.3636,0.81,0.1045,27,136,163,Medium Activity
9948,2012-02-24,Spring,2012,Feb,12,0,Fri,Weekday,Misty,0.4,0.4091,0.76,0.1343,27,201,228,Medium Activity
9949,2012-02-24,Spring,2012,Feb,13,0,Fri,Weekday,Misty,0.42,0.4242,0.71,0.1045,30,153,183,Medium Activity
9950,2012-02-24,Spring,2012,Feb,14,0,Fri,Weekday,Misty,0.46,0.4545,0.67,0.1045,5,26,31,Low Activity
9951,2012-02-24,Spring,2012,Feb,15,0,Fri,Weekday,Light_rain,0.4,0.4091,0.87,0.194,11,83,94,Medium Activity
9952,2012-02-24,Spring,2012,Feb,16,0,Fri,Weekday,Light_rain,0.4,0.4091,0.87,0.194,12,166,178,Medium Activity
9953,2012-02-24,Spring,2012,Feb,17,0,Fri,Weekday,Light_rain,0.42,0.4242,0.94,0.1045,14,242,256,Medium Activity
9954,2012-02-24,Spring,2012,Feb,18,0,Fri,Weekday,Misty,0.42,0.4242,0.94,0.0,11,289,300,High Activity
9955,2012-02-24,Spring,2012,Feb,19,0,Fri,Weekday,Misty,0.44,0.4394,0.88,0.1045,6,227,233,Medium Activity
9956,2012-02-24,Spring,2012,Feb,20,0,Fri,Weekday,Clear,0.44,0.4394,0.62,0.4179,8,159,167,Medium Activity
9957,2012-02-24,Spring,2012,Feb,21,0,Fri,Weekday,Clear,0.42,0.4242,0.35,0.806,1,151,152,Medium Activity
9958,2012-02-24,Spring,2012,Feb,22,0,Fri,Weekday,Clear,0.4,0.4091,0.37,0.5821,4,102,106,Medium Activity
9959,2012-02-24,Spring,2012,Feb,23,0,Fri,Weekday,Clear,0.38,0.3939,0.37,0.6866,10,76,86,Medium Activity
9960,2012-02-25,Spring,2012,Feb,0,0,Sat,Weekend,Clear,0.36,0.3333,0.43,0.3881,5,56,61,Medium Activity
9961,2012-02-25,Spring,2012,Feb,1,0,Sat,Weekend,Clear,0.34,0.303,0.42,0.3582,4,42,46,Medium Activity
9962,2012-02-25,Spring,2012,Feb,2,0,Sat,Weekend,Clear,0.32,0.303,0.45,0.2537,1,37,38,Low Activity
9963,2012-02-25,Spring,2012,Feb,3,0,Sat,Weekend,Clear,0.3,0.2727,0.45,0.2985,0,7,7,Low Activity
9964,2012-02-25,Spring,2012,Feb,4,0,Sat,Weekend,Clear,0.3,0.2727,0.42,0.3284,0,2,2,Low Activity
9965,2012-02-25,Spring,2012,Feb,5,0,Sat,Weekend,Misty,0.3,0.2727,0.42,0.2985,0,3,3,Low Activity
9966,2012-02-25,Spring,2012,Feb,6,0,Sat,Weekend,Misty,0.3,0.2727,0.42,0.2985,1,12,13,Low Activity
9967,2012-02-25,Spring,2012,Feb,7,0,Sat,Weekend,Clear,0.28,0.2424,0.45,0.4478,3,20,23,Low Activity
9968,2012-02-25,Spring,2012,Feb,8,0,Sat,Weekend,Clear,0.26,0.2273,0.48,0.2985,3,90,93,Medium Activity
9969,2012-02-25,Spring,2012,Feb,9,0,Sat,Weekend,Light_rain,0.22,0.197,0.75,0.3284,15,107,122,Medium Activity
9970,2012-02-25,Spring,2012,Feb,10,0,Sat,Weekend,Clear,0.26,0.2273,0.6,0.3582,24,159,183,Medium Activity
9971,2012-02-25,Spring,2012,Feb,11,0,Sat,Weekend,Clear,0.3,0.2576,0.39,0.6119,23,187,210,Medium Activity
9972,2012-02-25,Spring,2012,Feb,12,0,Sat,Weekend,Clear,0.32,0.2727,0.29,0.6567,41,217,258,Medium Activity
9973,2012-02-25,Spring,2012,Feb,13,0,Sat,Weekend,Clear,0.32,0.2879,0.31,0.4925,48,178,226,Medium Activity
9974,2012-02-25,Spring,2012,Feb,14,0,Sat,Weekend,Clear,0.32,0.2727,0.29,0.5522,35,181,216,Medium Activity
9975,2012-02-25,Spring,2012,Feb,15,0,Sat,Weekend,Clear,0.32,0.2879,0.29,0.4179,21,211,232,Medium Activity
9976,2012-02-25,Spring,2012,Feb,16,0,Sat,Weekend,Clear,0.32,0.2727,0.26,0.5821,32,163,195,Medium Activity
9977,2012-02-25,Spring,2012,Feb,17,0,Sat,Weekend,Clear,0.3,0.2727,0.33,0.3582,16,143,159,Medium Activity
9978,2012-02-25,Spring,2012,Feb,18,0,Sat,Weekend,Clear,0.3,0.2576,0.28,0.5821,7,126,133,Medium Activity
9979,2012-02-25,Spring,2012,Feb,19,0,Sat,Weekend,Clear,0.26,0.2121,0.33,0.4478,12,137,149,Medium Activity
9980,2012-02-25,Spring,2012,Feb,20,0,Sat,Weekend,Clear,0.26,0.2121,0.3,0.5522,10,95,105,Medium Activity
9981,2012-02-25,Spring,2012,Feb,21,0,Sat,Weekend,Clear,0.24,0.2121,0.35,0.3284,5,80,85,Medium Activity
9982,2012-02-25,Spring,2012,Feb,22,0,Sat,Weekend,Clear,0.24,0.197,0.38,0.4627,4,78,82,Medium Activity
9983,2012-02-25,Spring,2012,Feb,23,0,Sat,Weekend,Clear,0.24,0.197,0.41,0.4179,7,84,91,Medium Activity
9984,2012-02-26,Spring,2012,Feb,0,0,Sun,Weekend,Clear,0.24,0.2121,0.41,0.3582,7,63,70,Medium Activity
9985,2012-02-26,Spring,2012,Feb,1,0,Sun,Weekend,Clear,0.24,0.2121,0.44,0.3284,5,50,55,Medium Activity
9986,2012-02-26,Spring,2012,Feb,2,0,Sun,Weekend,Clear,0.24,0.2121,0.44,0.3284,5,37,42,Medium Activity
9987,2012-02-26,Spring,2012,Feb,3,0,Sun,Weekend,Clear,0.24,0.2273,0.41,0.194,0,21,21,Low Activity
9988,2012-02-26,Spring,2012,Feb,4,0,Sun,Weekend,Clear,0.24,0.2273,0.41,0.194,1,5,6,Low Activity
9989,2012-02-26,Spring,2012,Feb,5,0,Sun,Weekend,Clear,0.22,0.2121,0.44,0.2239,0,5,5,Low Activity
9990,2012-02-26,Spring,2012,Feb,6,0,Sun,Weekend,Clear,0.22,0.197,0.44,0.3284,0,2,2,Low Activity
9991,2012-02-26,Spring,2012,Feb,7,0,Sun,Weekend,Clear,0.2,0.1818,0.51,0.2985,2,20,22,Low Activity
9992,2012-02-26,Spring,2012,Feb,8,0,Sun,Weekend,Clear,0.2,0.197,0.51,0.2537,2,57,59,Medium Activity
9993,2012-02-26,Spring,2012,Feb,9,0,Sun,Weekend,Clear,0.22,0.2121,0.47,0.2239,11,76,87,Medium Activity
9994,2012-02-26,Spring,2012,Feb,10,0,Sun,Weekend,Clear,0.26,0.2576,0.41,0.1642,27,161,188,Medium Activity
9995,2012-02-26,Spring,2012,Feb,11,0,Sun,Weekend,Clear,0.28,0.2576,0.41,0.2836,43,184,227,Medium Activity
9996,2012-02-26,Spring,2012,Feb,12,0,Sun,Weekend,Clear,0.3,0.303,0.39,0.1343,49,256,305,High Activity
9997,2012-02-26,Spring,2012,Feb,13,0,Sun,Weekend,Clear,0.32,0.3333,0.36,0.0,58,267,325,High Activity
9998,2012-02-26,Spring,2012,Feb,14,0,Sun,Weekend,Clear,0.34,0.3485,0.31,0.0,68,263,331,High Activity
9999,2012-02-26,Spring,2012,Feb,15,0,Sun,Weekend,Clear,0.36,0.3485,0.29,0.0,72,281,353,High Activity
10000,2012-02-26,Spring,2012,Feb,16,0,Sun,Weekend,Clear,0.36,0.3333,0.32,0.2537,64,275,339,High Activity
10001,2012-02-26,Spring,2012,Feb,17,0,Sun,Weekend,Clear,0.36,0.3485,0.32,0.2239,46,241,287,High Activity
10002,2012-02-26,Spring,2012,Feb,18,0,Sun,Weekend,Clear,0.34,0.3182,0.36,0.2836,17,199,216,Medium Activity
10003,2012-02-26,Spring,2012,Feb,19,0,Sun,Weekend,Clear,0.34,0.3333,0.34,0.1642,13,130,143,Medium Activity
10004,2012-02-26,Spring,2012,Feb,20,0,Sun,Weekend,Clear,0.32,0.3182,0.42,0.1642,9,79,88,Medium Activity
10005,2012-02-26,Spring,2012,Feb,21,0,Sun,Weekend,Clear,0.3,0.303,0.45,0.1343,8,75,83,Medium Activity
10006,2012-02-26,Spring,2012,Feb,22,0,Sun,Weekend,Clear,0.3,0.2879,0.42,0.2239,3,68,71,Medium Activity
10007,2012-02-26,Spring,2012,Feb,23,0,Sun,Weekend,Clear,0.26,0.2576,0.56,0.1642,5,59,64,Medium Activity
10008,2012-02-27,Spring,2012,Feb,0,0,Mon,Weekday,Clear,0.26,0.2424,0.6,0.2537,2,27,29,Low Activity
10009,2012-02-27,Spring,2012,Feb,1,0,Mon,Weekday,Clear,0.26,0.2576,0.65,0.2239,0,6,6,Low Activity
10010,2012-02-27,Spring,2012,Feb,2,0,Mon,Weekday,Clear,0.26,0.2273,0.7,0.2985,0,4,4,Low Activity
10011,2012-02-27,Spring,2012,Feb,3,0,Mon,Weekday,Clear,0.24,0.2424,0.75,0.1642,0,2,2,Low Activity
10012,2012-02-27,Spring,2012,Feb,4,0,Mon,Weekday,Clear,0.22,0.2273,0.8,0.1343,0,1,1,Low Activity
10013,2012-02-27,Spring,2012,Feb,5,0,Mon,Weekday,Clear,0.22,0.2273,0.8,0.1343,0,16,16,Low Activity
10014,2012-02-27,Spring,2012,Feb,6,0,Mon,Weekday,Clear,0.24,0.2273,0.7,0.2537,1,89,90,Medium Activity
10015,2012-02-27,Spring,2012,Feb,7,0,Mon,Weekday,Clear,0.24,0.2273,0.6,0.2239,2,278,280,Medium Activity
10016,2012-02-27,Spring,2012,Feb,8,0,Mon,Weekday,Clear,0.24,0.2424,0.6,0.0,14,514,528,High Activity
10017,2012-02-27,Spring,2012,Feb,9,0,Mon,Weekday,Clear,0.26,0.2576,0.6,0.194,11,219,230,Medium Activity
10018,2012-02-27,Spring,2012,Feb,10,0,Mon,Weekday,Clear,0.32,0.303,0.45,0.2537,16,88,104,Medium Activity
